edad,genero,estrato,semestre,trabaja,horas_estudio_semanal,apoyo_financiero,distancia_km,participacion_extracurricular,promedio_anterior,asistencia_pct,materias_reprobadas,creditos_matriculados,desercion,grupo_estrato
23.0,Masculino,1,3,1,8.6,0,6.5,0,2.15,84.2,0,18,1,Bajo (1-2)
19.0,Masculino,4,5,1,9.5,1,41.7,0,3.08,83.1,0,19,0,Medio (3-4)
19.0,Femenino,6,10,1,3.9,1,13.6,0,3.14,83.5,0,15,0,Alto (5-6)
21.0,Femenino,1,10,0,7.4,0,1.4,1,3.69,97.8,1,16,1,Bajo (1-2)
22.0,Femenino,4,7,0,12.2,0,0.0,1,2.2,81.9,1,17,1,Medio (3-4)
24.0,Masculino,5,7,0,13.1,0,1.6,0,2.53,81.3,1,20,1,Alto (5-6)
21.0,Masculino,2,7,1,4.4,0,16.2,1,2.74,52.6,0,17,1,Bajo (1-2)
22.0,Masculino,3,3,0,18.7,0,9.9,0,4.84,89.2,0,17,0,Medio (3-4)
22.0,Femenino,5,9,0,11.5,1,1.2,1,3.56,92.2,0,17,1,Alto (5-6)
18.0,Masculino,6,1,1,6.3,1,31.1,1,3.07,92.6,0,13,0,Alto (5-6)
18.0,Femenino,2,1,0,15.7,0,4.4,1,2.69,72.6,1,19,0,Bajo (1-2)
18.0,Masculino,2,7,0,13.2,1,2.3,0,2.14,87.6,1,21,1,Bajo (1-2)
18.0,Femenino,4,9,0,19.0,0,8.2,1,3.48,92.2,1,13,0,Medio (3-4)
22.0,Masculino,2,9,0,8.4,1,12.7,0,2.93,71.5,1,12,0,Bajo (1-2)
21.0,Masculino,2,7,1,1.3,0,3.2,0,2.52,85.6,1,16,1,Bajo (1-2)
21.0,Femenino,1,4,1,5.2,1,8.4,0,2.64,79.6,0,19,1,Bajo (1-2)
17.0,Femenino,2,4,0,14.4,0,8.8,0,2.87,61.0,1,12,0,Bajo (1-2)
25.0,Masculino,3,5,0,6.6,0,9.3,0,2.41,83.8,0,19,0,Medio (3-4)
19.0,Femenino,4,3,0,5.7,1,1.5,0,3.55,70.3,2,14,1,Medio (3-4)
25.0,Masculino,3,5,1,11.4,0,3.3,1,2.67,62.2,0,13,1,Medio (3-4)
17.0,Masculino,4,2,0,9.5,0,7.9,0,2.89,81.7,1,13,0,Medio (3-4)
19.0,Masculino,3,4,0,5.3,1,3.1,1,2.82,81.3,2,17,1,Medio (3-4)
17.0,Femenino,2,10,0,19.8,0,0.8,1,3.84,96.0,2,17,1,Bajo (1-2)
21.0,Femenino,1,8,1,6.1,0,5.2,0,2.45,76.8,4,16,1,Bajo (1-2)
18.0,Femenino,2,2,0,20.9,0,19.0,1,4.03,89.8,1,18,0,Bajo (1-2)
18.0,Masculino,2,3,0,14.2,0,3.9,0,2.95,83.1,2,20,0,Bajo (1-2)
17.0,Femenino,2,3,1,9.4,1,3.5,0,2.94,85.2,1,20,1,Bajo (1-2)
22.0,Femenino,1,3,1,7.1,1,0.0,1,3.74,70.1,2,19,1,Bajo (1-2)
22.0,Femenino,2,7,0,0.0,0,0.9,1,2.12,84.0,3,17,1,Bajo (1-2)
24.0,Masculino,4,9,0,7.2,0,3.9,0,3.28,76.6,2,14,0,Medio (3-4)
19.0,Femenino,3,8,1,7.0,1,2.8,1,3.42,85.5,2,19,1,Medio (3-4)
21.0,Masculino,5,5,0,16.2,1,7.8,0,3.48,80.6,0,18,1,Alto (5-6)
18.0,Masculino,4,2,1,0.4,0,18.3,1,2.56,72.9,0,20,1,Medio (3-4)
20.0,Masculino,3,2,0,13.7,1,15.5,0,4.28,74.6,0,19,1,Medio (3-4)
19.0,Masculino,2,9,1,5.2,0,5.1,0,2.83,91.5,0,13,0,Bajo (1-2)
22.0,Masculino,3,7,1,9.3,0,1.9,1,3.12,62.1,0,17,1,Medio (3-4)
23.0,Masculino,1,6,1,8.5,1,9.4,0,2.82,82.1,4,19,0,Bajo (1-2)
23.0,Femenino,3,6,0,18.5,1,2.2,0,3.51,90.4,1,21,0,Medio (3-4)
19.0,Masculino,3,9,0,20.4,0,1.0,1,4.0,87.8,3,15,0,Medio (3-4)
23.0,Masculino,3,9,1,14.1,1,8.0,1,3.1,98.7,2,20,1,Medio (3-4)
20.0,Masculino,2,1,1,19.4,1,2.3,0,2.42,84.4,1,14,0,Bajo (1-2)
20.0,Masculino,4,4,0,11.9,1,0.3,1,3.39,85.8,0,15,0,Medio (3-4)
19.0,Masculino,4,1,0,30.9,1,5.2,0,3.45,73.3,0,21,0,Medio (3-4)
19.0,Masculino,4,4,0,6.7,0,15.8,0,3.27,82.0,0,13,0,Medio (3-4)
24.0,Femenino,3,7,0,10.8,1,3.7,0,3.09,84.8,5,14,1,Medio (3-4)
21.0,Femenino,3,3,1,13.8,0,4.8,0,3.69,75.0,1,20,1,Medio (3-4)
21.0,Femenino,1,2,1,14.8,0,1.2,0,2.79,67.6,1,21,1,Bajo (1-2)
20.0,Femenino,4,5,0,16.9,0,0.6,1,3.09,70.0,2,13,0,Medio (3-4)
26.0,Femenino,3,6,1,15.6,1,2.6,1,3.13,80.9,0,20,1,Medio (3-4)
23.0,Femenino,2,8,1,0.0,0,2.2,0,1.86,60.2,1,17,1,Bajo (1-2)
19.0,Femenino,2,1,1,19.6,0,1.3,0,4.04,70.3,2,20,0,Bajo (1-2)
20.0,Masculino,5,3,0,12.8,1,16.1,1,2.36,57.7,2,16,0,Alto (5-6)
20.0,Femenino,3,8,1,17.3,0,1.0,1,3.93,87.3,1,17,0,Medio (3-4)
21.0,Masculino,3,7,1,0.0,0,10.1,0,2.81,86.5,2,14,1,Medio (3-4)
19.0,Masculino,3,9,0,15.5,0,2.3,0,3.2,78.8,2,17,1,Medio (3-4)
21.0,Femenino,3,9,0,10.6,1,15.8,0,3.25,96.3,1,16,1,Medio (3-4)
24.0,Femenino,3,9,1,11.2,0,4.5,0,3.26,88.5,1,16,0,Medio (3-4)
18.0,Femenino,2,6,1,16.1,0,4.8,0,3.12,79.8,1,14,0,Bajo (1-2)
18.0,Masculino,3,10,1,9.5,0,22.7,0,3.18,73.9,3,16,1,Medio (3-4)
19.0,Femenino,4,5,1,2.6,1,12.8,1,3.08,75.5,2,13,0,Medio (3-4)
20.0,Femenino,1,10,0,13.7,1,1.4,1,2.74,87.6,2,20,0,Bajo (1-2)
25.0,Masculino,4,4,1,10.6,0,9.3,0,3.25,73.6,2,16,0,Medio (3-4)
23.0,Masculino,2,5,1,9.2,1,0.8,0,1.7,80.5,1,15,1,Bajo (1-2)
23.0,Femenino,4,7,0,19.9,1,7.8,0,2.53,84.2,3,21,1,Medio (3-4)
20.0,Femenino,3,4,0,14.9,1,3.5,0,3.55,75.7,2,16,1,Medio (3-4)
20.0,Femenino,4,2,1,2.1,0,2.1,0,2.48,86.0,2,19,1,Medio (3-4)
17.0,Femenino,3,9,0,14.6,0,2.5,1,2.83,79.7,2,21,0,Medio (3-4)
22.0,Femenino,6,5,0,29.7,1,4.2,0,3.91,78.2,1,20,1,Alto (5-6)
22.0,Masculino,3,10,1,21.2,0,11.8,1,3.36,69.2,0,15,1,Medio (3-4)
23.0,Masculino,4,4,0,0.0,0,7.8,0,2.11,75.3,0,17,0,Medio (3-4)
20.0,Masculino,4,10,1,6.8,0,6.2,0,2.08,96.6,1,20,0,Medio (3-4)
20.0,Masculino,2,7,0,19.6,0,20.6,1,2.5,73.0,0,17,0,Bajo (1-2)
21.0,Femenino,2,8,1,11.0,1,7.1,1,3.46,83.4,0,14,1,Bajo (1-2)
22.0,Masculino,3,8,0,11.2,0,41.8,0,2.89,73.5,0,17,1,Medio (3-4)
17.0,Masculino,2,3,1,8.1,1,0.1,1,3.45,56.9,0,12,0,Bajo (1-2)
22.0,Masculino,3,9,1,14.8,1,0.8,0,3.05,80.6,2,20,1,Medio (3-4)
20.0,Masculino,3,10,0,7.1,0,10.5,1,3.1,76.4,1,17,0,Medio (3-4)
18.0,Femenino,3,7,0,21.1,0,2.7,0,3.49,81.2,0,14,1,Medio (3-4)
17.0,Femenino,2,10,0,13.7,0,5.8,0,3.24,87.9,3,16,0,Bajo (1-2)
20.0,Femenino,4,9,0,8.4,0,0.6,1,3.02,84.3,2,12,0,Medio (3-4)
24.0,Femenino,3,7,0,20.7,1,2.0,1,3.31,85.3,1,19,0,Medio (3-4)
24.0,Masculino,4,5,0,4.7,0,11.7,1,2.2,73.3,1,17,0,Medio (3-4)
21.0,Femenino,1,9,0,10.7,1,1.6,0,3.46,85.1,2,12,0,Bajo (1-2)
25.0,Masculino,3,2,0,10.6,1,7.8,1,3.87,80.1,1,16,0,Medio (3-4)
20.0,Masculino,1,6,1,19.0,0,16.3,0,4.28,55.0,4,12,1,Bajo (1-2)
23.0,Femenino,4,9,0,9.9,1,10.1,0,2.77,86.3,3,15,0,Medio (3-4)
20.0,Femenino,2,10,0,1.1,0,5.2,0,2.28,89.3,2,20,1,Bajo (1-2)
19.0,Masculino,5,3,0,10.5,0,0.1,0,2.8,92.8,0,18,0,Alto (5-6)
19.0,Masculino,2,1,1,12.0,0,14.3,0,3.05,96.7,3,16,1,Bajo (1-2)
17.0,Femenino,3,4,1,12.3,0,0.8,0,3.13,82.7,1,17,0,Medio (3-4)
23.0,Femenino,2,9,0,27.7,1,3.4,0,3.35,83.1,0,17,1,Bajo (1-2)
19.0,Masculino,3,6,1,17.4,1,4.7,0,2.64,85.9,0,12,1,Medio (3-4)
19.0,Femenino,3,1,0,15.1,0,6.8,0,3.31,69.1,3,14,1,Medio (3-4)
18.0,Masculino,3,2,0,8.7,0,2.2,1,1.22,65.3,3,20,0,Medio (3-4)
20.0,Femenino,2,4,1,17.5,0,30.2,0,3.34,70.2,2,21,1,Bajo (1-2)
24.0,Femenino,1,4,1,5.1,1,7.8,0,2.36,87.8,1,13,0,Bajo (1-2)
25.0,Femenino,1,2,1,7.2,1,13.2,0,3.32,68.4,0,21,0,Bajo (1-2)
17.0,Femenino,6,5,1,9.0,0,29.1,1,3.53,83.7,0,12,0,Alto (5-6)
20.0,Femenino,3,5,0,6.5,0,2.3,1,3.43,87.7,1,17,0,Medio (3-4)
18.0,Femenino,1,2,1,5.6,1,7.5,0,2.68,77.4,3,20,1,Bajo (1-2)
23.0,Masculino,6,3,0,12.6,1,3.4,1,2.6,69.2,0,14,0,Alto (5-6)
21.0,Femenino,1,7,0,18.4,0,8.6,0,3.02,81.4,1,21,1,Bajo (1-2)
19.0,Femenino,3,10,1,6.6,0,0.4,1,3.04,74.8,1,21,0,Medio (3-4)
21.0,Femenino,4,10,1,3.5,0,0.2,0,1.93,92.0,1,16,1,Medio (3-4)
19.0,Femenino,5,6,0,4.4,0,5.4,0,3.49,89.4,0,20,1,Alto (5-6)
24.0,Masculino,4,1,1,14.2,0,2.1,0,3.07,71.1,4,12,0,Medio (3-4)
22.0,Femenino,3,9,1,7.1,1,2.9,1,3.17,96.7,0,17,0,Medio (3-4)
22.0,Masculino,6,10,0,10.7,1,0.3,0,2.19,81.4,1,14,0,Alto (5-6)
17.0,Femenino,1,3,1,11.3,0,11.8,0,2.65,58.3,1,18,1,Bajo (1-2)
20.0,Masculino,6,5,1,9.1,0,23.8,0,2.06,74.2,3,14,1,Alto (5-6)
25.0,Femenino,4,1,0,22.3,0,6.6,1,4.12,98.4,1,16,1,Medio (3-4)
23.0,Masculino,5,9,0,9.3,0,8.8,0,2.94,69.8,2,19,1,Alto (5-6)
17.0,Femenino,2,8,1,12.5,1,5.1,1,3.45,78.3,1,14,0,Bajo (1-2)
20.0,Femenino,2,1,0,19.7,1,5.0,0,3.52,64.4,1,20,1,Bajo (1-2)
18.0,Masculino,4,8,1,0.5,0,5.4,1,2.86,67.0,2,18,0,Medio (3-4)
24.0,Masculino,3,5,1,11.8,1,2.2,0,2.96,66.7,0,14,0,Medio (3-4)
21.0,Masculino,3,6,0,13.8,0,4.7,0,3.12,65.7,1,18,0,Medio (3-4)
19.0,Femenino,5,3,0,6.1,0,3.2,0,2.83,71.8,1,15,1,Alto (5-6)
21.0,Masculino,3,9,0,15.0,1,12.5,0,3.48,95.4,1,17,0,Medio (3-4)
17.0,Masculino,2,5,1,12.2,0,8.9,0,3.36,74.6,1,18,1,Bajo (1-2)
18.0,Masculino,3,9,0,17.3,0,5.9,0,4.79,85.9,1,20,1,Medio (3-4)
21.0,Femenino,2,2,0,6.9,1,1.4,0,3.75,88.9,1,15,0,Bajo (1-2)
22.0,Masculino,2,6,0,14.1,0,6.7,0,2.34,66.9,1,16,1,Bajo (1-2)
17.0,Masculino,2,4,0,22.3,1,0.1,0,3.53,69.7,2,16,1,Bajo (1-2)
20.0,Masculino,4,10,0,26.5,0,6.4,0,3.59,85.7,0,20,0,Medio (3-4)
23.0,Femenino,4,6,0,21.7,0,2.4,1,4.22,75.7,0,20,0,Medio (3-4)
17.0,Femenino,3,8,1,4.5,1,2.1,0,2.64,82.0,4,14,1,Medio (3-4)
21.0,Masculino,3,1,0,16.7,0,3.3,0,3.58,94.8,3,13,0,Medio (3-4)
21.0,Femenino,4,7,0,11.1,0,2.1,0,1.93,63.4,1,21,1,Medio (3-4)
24.0,Masculino,4,2,0,15.7,0,2.9,1,2.55,78.4,1,13,1,Medio (3-4)
20.0,Femenino,5,4,0,9.4,0,3.1,1,4.07,80.0,1,14,0,Alto (5-6)
20.0,Femenino,3,3,0,3.7,0,12.2,1,2.79,76.7,1,13,0,Medio (3-4)
22.0,Masculino,4,1,0,11.9,0,1.8,0,2.64,71.9,4,13,1,Medio (3-4)
18.0,Femenino,3,6,1,16.7,0,8.1,0,3.47,70.1,0,12,0,Medio (3-4)
20.0,Femenino,3,3,0,15.7,0,14.9,0,2.78,77.8,0,18,0,Medio (3-4)
19.0,Masculino,5,6,1,8.1,1,10.1,1,2.82,80.6,2,17,1,Alto (5-6)
20.0,Masculino,3,8,0,15.3,1,24.2,0,2.56,87.5,2,12,0,Medio (3-4)
22.0,Masculino,3,2,1,12.7,0,6.8,0,2.78,74.7,5,18,1,Medio (3-4)
22.0,Femenino,2,8,0,17.2,1,41.7,0,3.16,89.2,1,13,0,Bajo (1-2)
19.0,Femenino,3,3,1,8.6,1,3.0,1,3.55,73.1,1,17,0,Medio (3-4)
21.0,Masculino,3,4,1,11.4,1,5.6,0,3.35,63.0,0,19,1,Medio (3-4)
24.0,Femenino,4,6,0,24.5,1,23.8,1,4.02,79.0,1,16,0,Medio (3-4)
19.0,Femenino,3,7,0,14.9,0,0.3,0,3.26,82.6,2,15,0,Medio (3-4)
21.0,Femenino,2,7,0,14.3,0,1.3,1,3.65,90.6,3,20,0,Bajo (1-2)
20.0,Masculino,5,2,0,14.6,1,0.3,0,2.82,92.6,1,20,1,Alto (5-6)
20.0,Masculino,2,6,1,6.9,0,29.9,0,2.54,77.9,1,20,1,Bajo (1-2)
17.0,Masculino,5,3,0,11.4,1,8.2,1,3.32,89.5,0,13,1,Alto (5-6)
24.0,Masculino,2,3,1,8.6,1,0.1,0,2.85,88.7,1,14,0,Bajo (1-2)
19.0,Femenino,3,10,1,2.3,0,0.6,0,2.7,67.2,3,15,1,Medio (3-4)
23.0,Femenino,3,2,1,6.7,0,4.5,0,2.82,72.9,4,13,1,Medio (3-4)
19.0,Femenino,4,5,1,6.6,1,8.2,0,3.52,100.0,1,15,0,Medio (3-4)
19.0,Femenino,2,5,0,14.6,0,3.3,0,3.91,86.6,4,14,1,Bajo (1-2)
23.0,Femenino,5,3,0,17.5,1,7.5,0,3.07,83.1,2,16,0,Alto (5-6)
23.0,Femenino,3,8,0,12.7,1,7.9,0,2.29,86.9,2,19,0,Medio (3-4)
21.0,Femenino,3,5,0,1.9,0,15.2,0,2.33,64.6,3,16,0,Medio (3-4)
22.0,Masculino,3,8,0,17.5,0,5.5,0,2.94,71.5,0,19,0,Medio (3-4)
20.0,Masculino,1,4,1,12.1,0,0.5,0,3.56,64.9,2,15,0,Bajo (1-2)
20.0,Femenino,3,9,0,8.0,1,1.2,1,3.42,86.2,2,16,1,Medio (3-4)
19.0,Femenino,2,8,0,18.6,0,3.6,0,2.92,74.3,1,15,0,Bajo (1-2)
22.0,Masculino,2,4,0,5.6,0,6.8,1,2.48,83.0,1,12,0,Bajo (1-2)
19.0,Masculino,3,10,0,20.3,0,9.3,1,2.77,78.9,0,12,0,Medio (3-4)
24.0,Masculino,3,9,0,13.7,0,19.0,0,3.28,61.7,1,13,1,Medio (3-4)
20.0,Femenino,1,6,1,0.0,0,13.8,1,2.58,87.8,2,18,1,Bajo (1-2)
21.0,Masculino,1,1,0,15.1,0,2.5,0,3.67,60.4,2,12,1,Bajo (1-2)
22.0,Femenino,2,6,1,3.7,1,20.4,0,3.01,67.7,2,16,0,Bajo (1-2)
21.0,Femenino,2,7,0,10.7,0,23.2,0,3.38,64.8,1,13,0,Bajo (1-2)
20.0,Femenino,3,4,0,9.6,1,0.9,0,2.26,69.2,2,15,1,Medio (3-4)
20.0,Femenino,2,2,0,13.2,1,11.9,0,2.88,80.0,2,14,1,Bajo (1-2)
22.0,Femenino,5,6,0,11.1,0,1.6,0,3.57,90.4,0,14,0,Alto (5-6)
19.0,Femenino,2,9,0,2.9,1,21.4,0,2.46,62.4,2,17,1,Bajo (1-2)
20.0,Masculino,1,4,0,21.6,0,4.8,0,2.76,72.4,0,20,0,Bajo (1-2)
21.0,Femenino,5,5,0,12.5,0,4.0,0,3.57,60.5,2,18,1,Alto (5-6)
22.0,Femenino,2,1,0,9.6,0,2.3,0,2.74,71.9,1,14,1,Bajo (1-2)
20.0,Femenino,3,8,1,3.8,0,6.6,0,3.3,75.7,0,20,1,Medio (3-4)
24.0,Femenino,6,9,0,18.6,0,5.0,1,3.43,89.7,0,21,0,Alto (5-6)
20.0,Femenino,5,8,0,6.2,0,5.7,0,2.74,56.8,1,19,1,Alto (5-6)
20.0,Femenino,4,5,0,14.8,0,15.5,0,3.95,83.5,1,14,1,Medio (3-4)
20.0,Femenino,1,1,0,10.5,1,1.3,0,2.42,68.3,0,13,0,Bajo (1-2)
18.0,Masculino,3,5,0,10.8,0,2.9,1,3.81,69.8,4,21,0,Medio (3-4)
18.0,Masculino,6,10,0,7.4,0,5.3,0,2.61,78.7,1,20,1,Alto (5-6)
19.0,Femenino,5,1,1,3.9,0,6.3,0,2.86,81.3,0,16,1,Alto (5-6)
23.0,Masculino,1,3,1,8.8,0,2.3,1,3.08,78.0,2,16,0,Bajo (1-2)
20.0,Masculino,3,9,1,10.2,0,4.5,0,2.85,64.1,3,17,1,Medio (3-4)
19.0,Masculino,2,6,0,9.3,0,12.2,1,2.64,81.0,1,20,1,Bajo (1-2)
23.0,Masculino,2,2,0,13.5,0,60.0,0,3.02,70.7,2,14,1,Bajo (1-2)
24.0,Masculino,4,1,0,19.3,0,0.1,1,2.96,88.0,2,18,0,Medio (3-4)
23.0,Masculino,2,5,1,0.0,1,28.3,0,3.58,85.8,2,21,0,Bajo (1-2)
19.0,Masculino,2,6,0,14.0,1,2.9,0,2.99,88.1,1,14,0,Bajo (1-2)
19.0,Femenino,1,9,1,6.8,0,5.7,0,3.49,74.8,0,14,1,Bajo (1-2)
24.0,Femenino,3,9,1,1.6,1,10.2,0,3.18,86.2,1,13,0,Medio (3-4)
21.0,Femenino,2,5,0,15.6,1,13.1,0,3.48,67.8,1,19,1,Bajo (1-2)
20.0,Femenino,3,5,1,6.1,1,55.0,1,2.81,96.8,0,14,1,Medio (3-4)
22.0,Femenino,2,10,1,3.9,0,26.1,1,2.87,68.7,2,12,1,Bajo (1-2)
23.0,Femenino,6,8,0,21.9,0,1.4,1,3.87,61.7,0,17,0,Alto (5-6)
19.0,Masculino,2,3,1,16.4,0,1.6,0,3.39,88.7,1,17,0,Bajo (1-2)
21.0,Masculino,3,7,1,0.0,1,8.3,1,1.82,71.9,0,12,1,Medio (3-4)
23.0,Masculino,2,8,0,5.2,0,1.9,1,1.92,83.2,1,19,0,Bajo (1-2)
18.0,Femenino,1,3,0,17.6,1,12.3,0,4.14,67.7,3,17,1,Bajo (1-2)
21.0,Femenino,2,10,1,6.3,0,28.4,0,1.57,98.6,2,16,1,Bajo (1-2)
18.0,Masculino,1,3,0,23.0,1,2.0,0,3.73,96.2,1,15,1,Bajo (1-2)
18.0,Masculino,2,6,1,15.4,0,1.3,0,3.18,90.5,1,18,0,Bajo (1-2)
19.0,Masculino,3,5,0,15.8,0,4.1,0,3.39,78.9,0,19,1,Medio (3-4)
22.0,Masculino,4,7,0,7.9,0,10.0,0,2.38,87.8,0,19,1,Medio (3-4)
20.0,Masculino,1,10,1,13.3,1,29.8,0,3.37,74.5,1,15,0,Bajo (1-2)
19.0,Femenino,3,4,0,6.3,0,2.2,0,2.99,89.2,2,17,1,Medio (3-4)
21.0,Femenino,3,4,1,13.9,0,6.4,1,4.61,74.9,0,14,0,Medio (3-4)
18.0,Femenino,2,8,1,10.9,1,18.6,0,3.15,90.8,0,14,1,Bajo (1-2)
21.0,Masculino,3,10,0,9.1,1,9.9,1,3.68,77.4,1,20,0,Medio (3-4)
23.0,Masculino,1,10,1,17.6,1,16.0,0,2.64,71.5,1,15,1,Bajo (1-2)
20.0,Femenino,2,8,1,23.0,1,8.2,1,4.15,74.3,1,14,0,Bajo (1-2)
20.0,Masculino,3,8,0,12.7,0,1.1,1,3.28,83.9,0,19,0,Medio (3-4)
21.0,Femenino,6,8,1,10.0,1,9.7,1,3.19,75.1,1,18,1,Alto (5-6)
17.0,Femenino,6,10,0,11.4,0,1.8,0,3.26,82.9,3,14,1,Alto (5-6)
22.0,Femenino,6,1,0,14.5,1,26.1,0,4.11,73.2,0,13,0,Alto (5-6)
27.0,Femenino,3,6,0,5.0,1,7.3,0,2.95,85.9,2,18,0,Medio (3-4)
20.0,Masculino,1,1,0,14.0,0,1.7,0,2.84,93.2,0,21,0,Bajo (1-2)
20.0,Femenino,2,6,0,14.3,0,12.9,1,2.93,82.8,1,13,1,Bajo (1-2)
22.0,Masculino,2,4,1,18.8,1,13.0,0,3.85,97.2,1,14,0,Bajo (1-2)
24.0,Masculino,1,4,1,0.0,1,13.1,0,2.82,86.3,3,21,1,Bajo (1-2)
23.0,Femenino,1,9,1,6.8,1,9.8,1,2.14,100.0,2,19,1,Bajo (1-2)
17.0,Femenino,3,8,0,21.7,1,13.6,0,3.84,77.4,1,18,0,Medio (3-4)
22.0,Masculino,2,6,1,8.1,0,15.7,1,2.42,62.4,3,15,1,Bajo (1-2)
26.0,Femenino,2,9,1,7.0,0,13.8,0,3.13,67.9,0,16,0,Bajo (1-2)
22.0,Masculino,4,1,1,4.3,0,16.0,0,2.39,69.0,2,13,1,Medio (3-4)
18.0,Femenino,3,7,0,8.4,0,0.7,0,2.84,68.5,1,20,0,Medio (3-4)
21.0,Masculino,5,2,1,0.0,0,0.9,0,2.33,53.0,0,17,1,Alto (5-6)
18.0,Masculino,2,3,0,10.2,1,20.6,1,3.82,92.2,1,19,0,Bajo (1-2)
23.0,Femenino,3,2,1,6.2,0,12.7,1,3.08,60.4,0,20,1,Medio (3-4)
18.0,Femenino,2,6,1,12.6,1,13.0,0,3.8,84.3,0,12,0,Bajo (1-2)
21.0,Masculino,3,7,0,9.3,1,5.3,0,4.46,99.9,1,20,0,Medio (3-4)
19.0,Femenino,2,8,1,8.0,0,1.3,1,2.98,71.2,1,15,0,Bajo (1-2)
19.0,Femenino,2,5,0,11.3,1,18.2,0,3.86,81.9,0,15,0,Bajo (1-2)
24.0,Femenino,3,10,0,13.7,1,11.7,0,2.87,74.0,2,16,1,Medio (3-4)
21.0,Femenino,2,4,1,9.0,0,17.7,0,3.63,83.3,2,14,0,Bajo (1-2)
19.0,Masculino,2,2,1,4.0,0,20.1,1,2.38,67.1,0,15,0,Bajo (1-2)
18.0,Masculino,5,1,0,14.5,0,4.7,0,3.24,76.7,1,18,0,Alto (5-6)
17.0,Femenino,1,2,0,20.4,1,31.7,0,3.79,89.2,1,15,0,Bajo (1-2)
18.0,Masculino,3,5,0,14.8,0,2.9,1,3.61,81.5,1,18,0,Medio (3-4)
21.0,Femenino,3,5,1,4.9,0,4.7,1,2.18,62.7,2,15,0,Medio (3-4)
23.0,Femenino,2,9,1,9.0,1,13.4,0,2.57,87.4,0,15,0,Bajo (1-2)
19.0,Masculino,3,2,0,1.7,1,9.5,0,2.98,65.0,0,13,0,Medio (3-4)
24.0,Masculino,1,3,0,13.2,1,1.6,1,3.01,82.8,1,20,1,Bajo (1-2)
19.0,Femenino,4,10,1,3.3,1,1.4,0,2.05,80.8,4,13,1,Medio (3-4)
20.0,Femenino,2,1,1,8.2,0,13.4,1,2.93,80.2,2,17,1,Bajo (1-2)
18.0,Femenino,2,5,0,9.5,0,5.2,0,2.97,100.0,2,14,1,Bajo (1-2)
23.0,Masculino,2,2,0,11.5,1,6.7,0,3.21,85.3,1,21,0,Bajo (1-2)
25.0,Femenino,5,6,1,15.0,0,0.8,1,3.54,77.0,0,12,0,Alto (5-6)
17.0,Femenino,4,10,1,15.9,0,27.4,0,3.55,81.0,0,16,1,Medio (3-4)
20.0,Masculino,5,3,1,3.6,1,0.7,0,2.38,77.1,1,17,1,Alto (5-6)
23.0,Femenino,4,4,1,5.7,0,1.7,0,2.65,75.4,0,21,1,Medio (3-4)
17.0,Femenino,4,5,1,6.4,0,0.8,1,3.35,81.4,1,13,1,Medio (3-4)
22.0,Femenino,3,8,0,18.9,0,1.7,0,3.18,73.7,1,20,0,Medio (3-4)
23.0,Femenino,5,10,0,14.9,0,1.2,1,3.07,84.1,0,12,0,Alto (5-6)
21.0,Femenino,3,1,1,9.2,0,2.1,0,2.26,69.9,1,14,1,Medio (3-4)
22.0,Masculino,3,5,0,17.2,0,9.2,0,3.36,59.0,2,20,0,Medio (3-4)
24.0,Masculino,3,8,0,10.4,1,3.3,1,3.24,93.4,0,15,0,Medio (3-4)
25.0,Masculino,3,1,1,17.5,1,4.1,1,2.4,73.3,0,17,0,Medio (3-4)
20.0,Masculino,2,9,1,12.4,0,0.4,1,2.62,80.4,1,15,0,Bajo (1-2)
19.0,Femenino,3,3,1,1.3,0,9.3,0,1.95,67.4,2,20,1,Medio (3-4)
18.0,Femenino,2,6,0,12.6,1,21.9,0,3.56,70.7,2,12,0,Bajo (1-2)
23.0,Masculino,4,10,1,16.7,0,12.8,0,2.4,64.6,2,21,1,Medio (3-4)
17.0,Femenino,3,7,0,11.4,0,2.9,0,3.08,87.5,1,14,0,Medio (3-4)
20.0,Masculino,4,10,0,19.7,0,8.1,0,3.85,89.9,0,17,0,Medio (3-4)
21.0,Masculino,3,7,1,4.7,0,12.3,0,2.91,75.3,2,14,0,Medio (3-4)
19.0,Femenino,4,3,1,4.9,0,11.3,0,2.6,69.6,1,19,0,Medio (3-4)
21.0,Femenino,2,7,1,12.9,0,14.9,0,3.36,58.1,1,19,0,Bajo (1-2)
26.0,Femenino,5,7,1,6.4,1,0.6,0,3.41,83.0,2,13,1,Alto (5-6)
20.0,Femenino,3,4,1,15.3,0,14.8,0,3.23,68.2,0,14,1,Medio (3-4)
20.0,Femenino,2,1,0,16.1,0,5.7,0,2.21,66.8,2,18,1,Bajo (1-2)
23.0,Femenino,2,7,0,8.8,0,2.2,0,3.57,78.3,2,17,0,Bajo (1-2)
21.0,Masculino,2,6,1,9.8,1,13.4,0,3.24,71.7,2,17,1,Bajo (1-2)
24.0,Masculino,3,8,1,3.0,0,8.6,1,2.72,63.8,1,15,1,Medio (3-4)
21.0,Masculino,4,2,0,16.1,0,42.4,0,2.33,64.2,1,18,0,Medio (3-4)
20.0,Femenino,5,6,0,25.3,0,5.8,1,3.59,85.4,0,21,0,Alto (5-6)
17.0,Femenino,4,9,0,11.8,1,30.2,0,2.69,71.4,2,13,1,Medio (3-4)
